timestamp_ns,busv,current,power,hall_speed
1778785344750339786,12.444,1.9475,1367.975,13.8775
1778785345150662774,12.444,1.9675,897.925,13.51
1778785345551486765,12.448,1.9675,1101.825,13.51
1778785345951950546,12.448,1.9975,85.7,13.1425
1778785346352606810,12.456,1.9125,261.525,13.1425
1778785346752944937,12.456,1.8825,798.1,12.792499999999999
1778785347153506553,12.464,1.9825,797.2,12.792499999999999
1778785347554311608,12.452,1.8825,794.45,12.565
1778785347954500192,12.464,1.9675,786.05,12.565
1778785348555576447,12.468,1.9975,760.425,12.32
1778785348956016384,12.464,1.8975,682.225,12.32
1778785349356206311,12.476,1.9125,443.575,12.005
1778785349756905676,12.456,1.9975,1353.675,12.005
1778785350157353528,12.092,8.9475,854.275,11.6025
1778785350558017786,11.12,30.7,968.625,11.6025
1778785350958562911,10.98,32.415,1317.6,11.4625
1778785351359148252,11.004,32.115,744.175,11.4625
1778785351759739163,10.896,34.5975,632.625,12.0225
1778785352160159544,10.852,35.3,292.2,12.6
1778785352560725509,10.84,34.9,891.7,12.6
1778785352961209920,10.776,35.715,1082.85,13.1775
1778785353361536694,10.768,36.665,27.775,13.737499999999999
1778785353762019151,10.696,36.6,84.75,13.737499999999999
1778785354162497479,10.736,36.55,258.625,14.227500000000001
1778785354563036372,10.784,34.9325,789.25,14.227500000000001
1778785354963465314,10.744,36.815,770.175,14.77
1778785355364074994,10.824,34.5675,711.975,15.084999999999999
1778785355764539311,10.82,34.7175,534.375,15.3125
1778785356164950828,10.864,33.7175,1630.775,15.3125
1778785356565627193,10.908,33.2825,61.525,15.6275
1778785356966119673,10.992,31.115,187.75,15.907499999999999
1778785357366612283,10.928,32.45,572.95,15.907499999999999
1778785357767337038,10.912,31.98,110.1,16.24
1778785358167646614,10.952,30.3675,335.975,16.52
1778785358568453675,11.052,28.9825,1025.3,16.765
1778785358968515996,11.12,27.35,1490.55,16.765
1778785359368709004,11.044,28.9675,1271.975,16.974999999999998
1778785359768952456,11.12,27.1475,604.95,17.22
1778785360169120998,11.096,27.33,207.75,17.6925
1778785360569637122,11.268,23.0825,634.0,17.99
1778785360970354885,11.168,26.0825,296.4,18.13
1778785361370784377,11.228,25.6825,904.525,18.13
1778785361771307505,11.264,24.5,1121.975,18.375
